order_id,order_datetime,pickup_area,drop_area,distance_km,estimated_time_min,order_value,festival_flag,delivery_agent_id,traffic_level,weather_condition,delivery_time_min
ORD102139,2023-10-09 00:21:00,Powai,Borivali,4.36,12,962.18,No,AG89,Medium,Clear,10.0
ORD102140,2023-10-15 22:59:00,Powai,Powai,4.19,12,629.67,Yes,AG94,Medium,Clear,11.53
ORD102141,2023-10-05 01:09:00,Colaba,Goregaon,2.93,12,109.94,Yes,AG180,Low,Clear,4.9
ORD102142,2023-10-30 10:38:00,Bandra,Powai,3.7,15,153.74,No,AG5,Medium,Clear,10.73
ORD102143,2023-10-02 20:39:00,Andheri,Powai,1.91,10,993.58,No,AG55,Medium,Clear,6.74
ORD102144,2023-10-27 21:19:00,Thane,,2.62,20,164.75,No,AG274,Medium,Clear,10.13
ORD102145,2023-10-16 18:35:00,Goregaon,Bandra,4.2,12,141.44,Yes,AG94,High,Clear,15.01
ORD102146,2023-10-12 02:50:00,Goregaon,Powai,2.57,12,417.72,No,AG181,Medium,Clear,8.65
ORD102147,2023-10-23 10:33:00,Bandra,Borivali,2.11,12,972.39,Yes,AG208,Medium,Clear,6.55
ORD102148,2023-10-08 05:33:00,Colaba,Kurla,2.72,10,386.81,No,AG87,High,Clear,10.88
ORD102149,2023-10-03 16:10:00,Borivali,Andheri,4.23,18,468.9,No,AG154,Medium,Clear,11.04
ORD102150,2023-10-14 17:34:00,Bandra,Goregaon,2.01,15,670.67,No,AG229,Medium,Clear,6.98
ORD102151,2023-10-13 02:22:00,Andheri,Powai,1.28,10,121.7,No,AG89,Medium,Rainy,7.98
ORD102152,2023-10-08 06:42:00,Colaba,Andheri,3.7,12,907.99,No,AG283,Low,Clear,8.97
ORD102153,2023-10-11 10:23:00,Powai,Andheri,4.22,10,,No,AG211,Medium,Foggy,15.05
ORD102154,2023-10-10 06:48:00,Bandra,Thane,0.95,10,520.13,No,AG97,Medium,Rainy,9.02
ORD102155,2023-10-20 16:30:00,Borivali,Colaba,1.58,10,874.65,Yes,AG129,Low,Clear,3.34
ORD102156,2023-10-18 20:00:00,Goregaon,Colaba,1.14,18,957.77,No,AG93,Low,Rainy,7.03
ORD102157,2023-10-04 21:22:00,Borivali,Colaba,2.07,20,481.08,No,AG7,High,Clear,12.07
ORD102158,2023-10-15 07:57:00,Andheri,Borivali,2.53,15,255.2,No,AG47,Medium,Clear,9.83
ORD102159,2023-10-21 19:58:00,Goregaon,Goregaon,3.87,18,834.14,No,AG87,Low,Rainy,10.88
ORD102160,2023-10-20 07:02:00,Thane,Borivali,3.43,18,462.93,No,AG84,Low,Foggy,13.01
ORD102161,2023-10-22 10:24:00,Thane,Borivali,3.29,20,941.99,Yes,AG126,,Clear,7.36
ORD102162,2023-10-30 03:24:00,Kurla,Powai,2.09,18,954.91,No,AG141,Low,Clear,3.62
ORD102163,2023-10-09 17:46:00,Thane,Goregaon,4.29,10,203.35,No,AG45,Low,Rainy,13.18
ORD102164,2023-10-10 00:58:00,Borivali,Kurla,2.62,10,960.9,No,AG148,Medium,Foggy,12.68
ORD102165,2023-10-17 11:32:00,Kurla,Andheri,4.91,12,431.44,Yes,AG292,Medium,Clear,13.42
ORD102166,2023-10-26 16:28:00,Thane,Andheri,3.35,18,681.63,No,AG294,Medium,Clear,9.21
ORD102167,2023-10-16 01:18:00,Goregaon,Goregaon,1.07,12,131.28,Yes,AG90,Low,Clear,2.02
ORD102168,2023-10-29 20:12:00,Bandra,Andheri,3.54,15,900.0,No,AG6,Medium,Clear,8.27
ORD102169,2023-10-11 16:05:00,Powai,Thane,1.96,10,677.44,No,AG7,Low,Foggy,8.06
ORD102170,2023-10-31 03:10:00,Bandra,Thane,3.59,15,679.2,No,AG214,Medium,Clear,10.83
ORD102171,2023-10-31 17:34:00,Goregaon,Goregaon,0.81,20,911.96,No,AG202,Low,Foggy,7.48
ORD102172,2023-10-01 20:04:00,Thane,Kurla,1.29,10,557.51,Yes,AG88,Low,Rainy,6.88
ORD102173,2023-10-07 21:40:00,Powai,Bandra,4.35,15,469.46,Yes,AG228,Medium,Clear,11.9
ORD102174,2023-10-25 06:55:00,Thane,Borivali,1.52,20,879.52,No,AG21,High,Clear,10.73
ORD102175,2023-10-22 13:53:00,Bandra,Bandra,4.27,15,768.18,Yes,AG69,Low,Clear,10.95
ORD102176,2023-10-04 06:34:00,Powai,Colaba,1.76,20,954.08,No,AG210,Medium,Clear,7.46
ORD102177,2023-10-27 22:56:00,Kurla,Bandra,3.39,20,946.11,No,AG205,Medium,Clear,10.94
ORD102178,2023-10-24 13:41:00,Borivali,Borivali,3.62,10,444.09,Yes,AG1,Medium,Clear,10.59
ORD102179,2023-10-27 02:47:00,Thane,Powai,2.81,12,502.29,No,AG135,High,Clear,12.1
ORD102180,2023-10-22 04:01:00,Colaba,Goregaon,1.87,20,330.39,No,AG176,Medium,Clear,5.97
ORD102181,2023-10-15 22:21:00,Goregaon,Bandra,1.46,20,694.58,Yes,AG27,High,Clear,9.3
ORD102182,2023-10-02 02:04:00,Powai,Andheri,0.65,10,428.09,No,AG298,Low,Clear,1.65
ORD102183,2023-10-02 05:50:00,Andheri,Powai,1.87,12,807.49,No,AG185,High,Rainy,13.98
ORD102184,2023-10-09 17:04:00,Goregaon,Powai,3.44,18,209.4,No,AG221,Low,Clear,8.5
ORD102185,2023-10-19 07:58:00,Goregaon,Borivali,4.72,18,204.76,No,AG100,Low,Clear,10.01
ORD102186,2023-10-09 13:24:00,Bandra,Andheri,4.42,12,284.01,No,AG95,Low,Rainy,13.54
ORD102187,2023-10-15 20:25:00,Powai,Bandra,3.95,15,175.86,Yes,AG35,Low,Rainy,13.02
ORD102188,2023-10-14 10:01:00,Powai,Thane,4.05,10,658.03,Yes,AG245,Medium,Foggy,14.23
ORD102189,2023-10-13 21:07:00,Powai,Goregaon,3.49,12,232.62,No,AG146,Medium,Clear,9.72
ORD102190,2023-10-18 00:41:00,Colaba,Colaba,1.67,18,243.97,No,AG21,Medium,Clear,5.37
ORD102191,2023-10-24 19:04:00,Andheri,Thane,4.58,20,112.81,Yes,AG10,Low,Clear,10.12
ORD102192,2023-10-25 23:37:00,Borivali,Goregaon,3.52,18,803.88,No,AG119,Medium,Clear,11.37
ORD102193,2023-10-02 22:54:00,Bandra,Andheri,3.02,20,831.07,No,AG39,Medium,Clear,9.04
ORD102194,2023-10-03 11:59:00,Andheri,Goregaon,1.0,10,245.82,Yes,AG26,Medium,Clear,5.58
ORD102195,2023-10-17 03:18:00,Powai,Andheri,2.51,20,765.57,Yes,AG44,Low,Clear,5.47
ORD102196,2023-10-26 21:19:00,Colaba,Kurla,2.57,12,490.19,No,AG295,Low,Clear,6.99
ORD102197,2023-10-20 02:18:00,Kurla,Colaba,4.39,20,315.64,No,AG113,Medium,Clear,11.72
ORD102198,2023-10-25 14:24:00,Colaba,Bandra,2.96,15,659.25,Yes,AG126,High,Clear,12.68
ORD102199,2023-10-13 21:01:00,Borivali,Goregaon,2.21,12,260.64,No,AG190,Medium,Clear,8.29
ORD102200,2023-10-16 05:34:00,Thane,Colaba,4.9,10,781.2,Yes,AG103,Low,Rainy,12.75
ORD102201,2023-10-08 04:47:00,Bandra,Bandra,1.0,12,142.85,No,AG276,Low,Rainy,5.32
ORD102202,2023-10-13 17:18:00,Goregaon,Bandra,2.4,15,963.22,No,AG91,Low,Clear,5.39
ORD102203,2023-10-31 20:09:00,Kurla,Powai,0.69,10,164.69,No,AG69,Medium,Rainy,9.16
ORD102204,2023-10-10 21:56:00,Kurla,Kurla,3.83,18,621.5,No,AG83,Medium,Clear,12.02
ORD102205,2023-10-30 23:41:00,Kurla,Andheri,4.63,15,911.97,No,AG153,Low,Clear,10.36
ORD102206,2023-10-12 00:35:00,Colaba,Powai,1.76,10,110.71,Yes,AG238,Medium,Clear,9.26
ORD102207,2023-10-28 17:09:00,Borivali,Powai,4.36,20,548.66,Yes,AG48,Medium,Foggy,14.41
ORD102208,2023-10-04 01:00:00,Thane,Bandra,1.81,12,,No,AG45,Medium,Clear,6.38
ORD102209,2023-10-19 19:25:00,Borivali,Goregaon,4.6,10,622.3,No,AG114,Low,Clear,11.38
ORD102210,2023-10-18 17:05:00,Bandra,Powai,3.89,12,302.91,Yes,AG196,Medium,Foggy,14.82
ORD102211,2023-10-10 06:47:00,Goregaon,Bandra,4.12,20,158.41,No,AG3,Medium,Clear,10.39
ORD102212,2023-10-24 23:22:00,Powai,Colaba,0.58,10,663.34,No,AG24,,Rainy,10.56
ORD102213,2023-10-07 13:57:00,Thane,Kurla,4.83,18,475.16,No,AG215,Medium,Clear,15.34
ORD102214,2023-10-21 16:09:00,Powai,Colaba,3.77,15,660.24,No,AG11,Low,Clear,7.7
ORD102215,2023-10-06 05:14:00,Kurla,Powai,1.87,10,289.49,Yes,AG271,Low,Foggy,8.01
ORD102216,2023-10-20 08:12:00,Colaba,Andheri,4.23,20,404.87,Yes,AG74,Medium,Clear,10.38
ORD102217,2023-10-04 05:42:00,Colaba,Bandra,1.77,10,605.51,No,AG237,Medium,Rainy,9.12
ORD102218,2023-10-26 18:54:00,,Bandra,4.43,12,633.8,No,AG249,High,Foggy,19.94
ORD102219,2023-10-02 17:29:00,Bandra,Bandra,1.01,10,435.08,No,AG20,Medium,Clear,6.59
ORD102220,2023-10-21 17:04:00,Kurla,Bandra,3.67,18,352.05,No,AG165,High,Clear,12.07
ORD102221,2023-10-10 21:04:00,Borivali,Kurla,2.93,10,346.33,No,AG205,Medium,Clear,9.47
ORD102222,2023-10-09 03:12:00,Powai,Kurla,0.93,15,257.23,Yes,AG144,High,Clear,8.63
ORD102223,2023-10-24 18:31:00,Andheri,Bandra,1.59,10,392.86,Yes,AG205,Medium,Clear,5.5
ORD102224,2023-10-31 10:22:00,Borivali,Powai,0.56,12,279.5,No,AG57,Medium,Foggy,8.86
ORD102225,2023-10-05 21:41:00,Colaba,Powai,2.61,10,670.43,Yes,AG215,Medium,Clear,8.6
ORD102226,2023-10-08 03:18:00,Borivali,Andheri,1.86,18,612.16,No,AG29,High,Foggy,14.81
ORD102227,2023-10-20 02:57:00,Kurla,Bandra,3.19,20,444.33,No,AG243,Low,Rainy,8.15
ORD102228,2023-10-07 10:31:00,Goregaon,Andheri,1.84,10,393.25,No,AG224,High,Foggy,13.97
ORD102229,2023-10-15 10:39:00,Goregaon,Colaba,1.85,10,313.85,Yes,AG67,Medium,Foggy,11.51
ORD102230,2023-10-22 09:44:00,Kurla,Powai,3.84,15,581.91,Yes,AG201,Medium,Rainy,14.73
ORD102231,2023-10-19 04:36:00,Borivali,Borivali,0.72,18,927.01,No,AG145,High,Rainy,11.25
ORD102232,2023-10-19 11:51:00,Powai,Colaba,4.56,20,717.13,No,AG112,High,Rainy,16.91
ORD102233,2023-10-11 13:10:00,Andheri,Goregaon,4.34,12,769.97,No,AG270,Medium,Rainy,16.11
ORD102234,2023-10-01 10:15:00,Goregaon,Goregaon,3.51,10,850.94,Yes,AG182,Low,Rainy,11.77
ORD102235,2023-10-26 07:45:00,Colaba,Goregaon,3.17,20,416.47,Yes,AG6,High,Rainy,15.36
ORD102236,2023-10-24 20:27:00,Borivali,Andheri,4.52,12,156.59,No,AG8,Medium,Clear,12.08
ORD102237,2023-10-09 11:08:00,Goregaon,Thane,1.33,18,660.3,No,AG294,Medium,Clear,7.42
ORD102238,2023-10-22 23:21:00,Andheri,Goregaon,0.86,18,269.81,No,AG167,High,Clear,8.43
ORD102239,2023-10-29 15:29:00,Thane,Kurla,1.58,20,612.14,No,AG117,Low,Clear,4.32
ORD102240,2023-10-15 11:49:00,Borivali,Kurla,4.08,12,765.56,No,AG238,Low,Clear,8.31
ORD102241,2023-10-10 15:35:00,Bandra,Borivali,0.66,18,805.27,Yes,AG89,Medium,Rainy,7.09
ORD102242,2023-10-04 05:41:00,Borivali,Goregaon,3.12,20,371.66,No,AG103,Low,Clear,6.39
ORD102243,2023-10-20 02:53:00,Thane,Andheri,4.98,18,561.19,No,AG139,Medium,Clear,11.21
ORD102244,2023-10-09 04:57:00,Andheri,Powai,4.35,18,658.87,No,AG217,Low,Rainy,12.92
ORD102245,2023-10-18 06:16:00,Thane,Colaba,2.85,18,837.53,Yes,AG47,Low,Foggy,8.95
ORD102246,2023-10-24 20:04:00,Andheri,Thane,0.79,15,785.25,Yes,AG228,Medium,Rainy,6.95
ORD102247,2023-10-24 02:57:00,,Bandra,4.24,12,989.18,No,AG218,Medium,Rainy,14.17
ORD102248,2023-10-01 16:40:00,Colaba,Powai,3.2,20,107.28,Yes,AG76,Low,Clear,5.94
ORD102249,2023-10-01 18:37:00,Kurla,Thane,1.02,20,493.74,No,AG115,Low,Clear,4.06
ORD102250,2023-10-13 18:13:00,Andheri,,0.92,12,330.44,Yes,AG57,Medium,Clear,4.73
ORD102251,2023-10-30 01:35:00,Thane,Bandra,4.59,12,207.9,Yes,AG106,Medium,Clear,9.88
ORD102252,2023-10-09 17:57:00,Thane,Bandra,3.51,12,920.36,No,AG102,High,Clear,13.86
ORD102253,2023-10-18 15:41:00,Andheri,Thane,4.23,12,998.17,No,AG211,Low,Foggy,15.23
ORD102254,2023-10-25 04:23:00,Andheri,Andheri,,10,262.54,No,AG59,Medium,Rainy,15.1
ORD102255,2023-10-13 07:57:00,Colaba,Kurla,3.07,20,134.59,Yes,AG7,Low,Clear,7.76
ORD102256,2023-10-25 18:46:00,Colaba,Powai,2.83,10,347.55,No,AG133,Medium,Clear,8.98
ORD102257,2023-10-28 09:08:00,Colaba,Borivali,2.44,18,851.38,Yes,AG145,High,Clear,11.45
ORD102258,2023-10-15 16:32:00,Powai,Andheri,1.93,18,364.5,Yes,AG48,Medium,Clear,6.32
ORD102259,2023-10-03 12:23:00,Colaba,Borivali,2.46,20,151.21,No,AG223,Medium,Rainy,10.17
ORD102260,2023-10-17 00:42:00,Bandra,Powai,3.98,18,147.24,Yes,AG154,Low,Clear,7.91
ORD102261,2023-10-08 19:43:00,Andheri,Powai,3.21,12,484.68,No,AG71,High,Rainy,15.54
ORD102262,2023-10-06 16:08:00,Borivali,Thane,4.52,10,938.64,No,AG103,Medium,Rainy,15.69
ORD102263,2023-10-15 05:11:00,Andheri,Kurla,2.5,12,357.33,No,AG51,Medium,Clear,8.63
ORD102264,2023-10-19 18:42:00,Powai,Powai,3.23,18,484.44,No,AG200,Medium,Rainy,12.04
ORD102265,2023-10-28 04:47:00,Powai,Andheri,3.34,10,191.74,No,AG179,Low,Clear,7.49
ORD102266,2023-10-24 15:22:00,,Goregaon,3.16,12,544.22,Yes,AG142,High,Clear,12.12
ORD102267,2023-10-02 07:48:00,Bandra,Borivali,3.66,20,726.89,No,AG148,Low,Clear,7.82
ORD102268,2023-10-16 07:04:00,Kurla,Borivali,1.57,12,344.04,No,AG60,Medium,Clear,4.21
ORD102269,2023-10-09 11:14:00,Bandra,Kurla,2.81,18,367.04,No,AG101,Medium,Clear,8.43
ORD102270,2023-10-02 21:13:00,,Bandra,0.97,10,857.78,Yes,AG236,Low,Clear,2.64
ORD102271,2023-10-17 11:24:00,Colaba,Andheri,2.23,20,109.33,No,AG92,Low,Clear,5.41
ORD102272,2023-10-16 14:56:00,Andheri,Goregaon,2.69,10,,No,AG238,Medium,Clear,7.85
ORD102273,2023-10-02 01:41:00,Borivali,Borivali,3.44,20,454.5,No,AG241,Medium,Rainy,13.17
ORD102274,2023-10-11 03:45:00,Bandra,Powai,4.78,10,368.54,No,AG199,Low,Clear,13.27
ORD102275,2023-10-31 16:40:00,Thane,Colaba,3.2,18,691.83,No,AG268,Low,Rainy,11.18
ORD102276,2023-10-27 08:53:00,Goregaon,Andheri,3.85,20,851.2,No,AG186,Medium,Clear,10.23
ORD102277,2023-10-24 08:37:00,Andheri,Bandra,2.78,15,602.55,No,AG245,High,Rainy,14.34
ORD102278,2023-10-18 18:11:00,Borivali,Goregaon,3.35,10,127.99,Yes,AG216,High,Clear,12.59
ORD102279,2023-10-13 20:24:00,Borivali,Colaba,0.82,10,515.26,Yes,AG17,Medium,Clear,4.76
ORD102280,2023-10-12 18:41:00,Powai,Bandra,1.64,12,516.48,No,AG217,Medium,Clear,6.27
ORD102281,2023-10-29 02:33:00,Borivali,Powai,2.13,20,589.42,No,AG107,Low,Clear,4.81
ORD102282,2023-10-09 12:58:00,Andheri,Thane,2.63,15,703.86,No,AG129,Low,Clear,5.76
ORD102283,2023-10-08 16:25:00,Kurla,Goregaon,0.71,18,117.39,No,AG150,High,Rainy,11.07
ORD102284,2023-10-12 11:31:00,Kurla,Kurla,1.13,12,551.81,No,AG93,Medium,Foggy,9.0
ORD102285,2023-10-26 15:56:00,Andheri,Borivali,1.75,15,629.48,Yes,AG24,Medium,Clear,7.07
ORD102286,2023-10-20 00:32:00,Bandra,Borivali,4.87,20,409.02,No,AG143,Medium,Clear,12.52
ORD102287,2023-10-29 04:28:00,Goregaon,Borivali,1.99,15,701.53,No,AG220,High,Clear,8.18
ORD102288,2023-10-06 07:04:00,Powai,Kurla,2.67,10,305.36,No,AG36,High,Foggy,14.28
ORD102289,2023-10-17 20:17:00,Thane,Thane,1.38,10,385.64,No,AG243,Medium,Clear,4.16
ORD102290,2023-10-07 04:11:00,Bandra,Powai,3.25,12,966.48,Yes,AG168,Low,Clear,7.71
ORD102291,2023-10-06 11:38:00,Powai,Goregaon,1.76,20,413.26,No,AG175,Medium,Clear,4.82
ORD102292,2023-10-23 03:42:00,Colaba,Andheri,1.43,20,411.85,No,AG52,Low,Clear,3.36
ORD102293,2023-10-08 13:51:00,Andheri,Thane,2.82,15,636.11,No,AG262,High,Clear,11.27
ORD102294,2023-10-11 23:07:00,Thane,Bandra,0.52,12,973.88,No,AG282,Medium,Clear,3.79
ORD102295,2023-10-16 21:30:00,Goregaon,Powai,0.53,20,984.77,No,AG226,Medium,Clear,4.94
ORD102296,2023-10-16 06:37:00,Kurla,Andheri,1.49,10,621.69,No,AG11,Medium,Clear,7.03
ORD102297,2023-10-06 20:53:00,Powai,Powai,0.67,15,100.98,No,AG45,Medium,Rainy,6.6
ORD102298,2023-10-14 00:15:00,Andheri,Colaba,0.99,18,910.59,No,AG254,Low,Foggy,6.96
ORD102299,2023-10-02 04:36:00,,Andheri,2.02,10,613.21,Yes,AG290,High,Clear,9.62
ORD102300,2023-10-19 05:08:00,Thane,Kurla,4.11,12,429.4,No,AG97,Low,Clear,9.64
ORD102301,2023-10-21 16:02:00,Borivali,Bandra,3.07,20,846.28,No,AG89,Medium,Clear,9.06
ORD102302,2023-10-29 18:09:00,Bandra,Borivali,2.81,10,459.85,No,AG154,Medium,Clear,9.07
ORD102303,2023-10-02 05:16:00,Borivali,Powai,1.82,18,130.64,No,AG94,Low,Clear,3.51
ORD102304,2023-10-30 05:33:00,Colaba,Colaba,4.69,18,838.97,No,AG22,High,Clear,15.61
ORD102305,2023-10-31 12:38:00,Bandra,Goregaon,2.29,12,591.27,No,AG87,Medium,Clear,6.18
ORD102306,2023-10-19 20:01:00,Colaba,Colaba,0.89,10,404.33,No,AG147,Medium,Clear,4.0
ORD102307,2023-10-29 23:46:00,Bandra,Thane,3.28,15,325.8,No,AG287,Medium,Clear,9.66
ORD102308,2023-10-22 09:05:00,Bandra,Andheri,1.01,10,634.42,No,AG113,Medium,Clear,3.07
ORD102309,2023-10-07 14:38:00,Bandra,Powai,2.05,18,287.24,No,AG228,Low,Rainy,5.91
ORD102310,2023-10-16 15:10:00,Powai,Andheri,2.78,12,391.47,No,AG158,Medium,Rainy,10.4
ORD102311,2023-10-08 13:38:00,Bandra,Colaba,4.43,12,672.88,Yes,AG137,Medium,Foggy,14.92
ORD102312,2023-10-05 18:52:00,Powai,Bandra,2.72,15,893.39,No,AG137,Low,Rainy,8.61
ORD102313,2023-10-25 05:39:00,Borivali,Kurla,3.66,12,579.6,No,AG40,Medium,Clear,9.8
ORD102314,2023-10-22 16:16:00,Andheri,Kurla,4.97,12,783.2,No,AG255,Medium,Rainy,16.25
ORD102315,2023-10-06 23:43:00,Powai,Andheri,1.09,12,786.75,No,AG87,Medium,Clear,7.14
ORD102316,2023-10-11 14:38:00,Andheri,Kurla,1.74,12,697.92,No,AG113,Low,Clear,3.85
ORD102317,2023-10-19 02:14:00,Goregaon,Goregaon,2.28,12,321.25,Yes,AG138,Medium,Clear,7.94
ORD102318,2023-10-13 12:08:00,Borivali,Powai,2.4,18,880.11,No,AG177,Low,Clear,7.05
ORD102319,2023-10-04 00:12:00,Colaba,Powai,2.35,10,492.65,Yes,AG220,Medium,Foggy,12.77
ORD102320,2023-10-17 16:43:00,Bandra,Thane,,20,139.79,No,AG172,High,Rainy,17.37
ORD102321,2023-10-14 04:38:00,Goregaon,Bandra,3.71,12,320.15,No,AG101,Low,Clear,9.29
ORD102322,2023-10-04 05:30:00,Thane,Borivali,3.24,20,788.99,No,AG257,Low,Clear,8.77
ORD102323,2023-10-29 19:38:00,Goregaon,Borivali,,20,162.22,No,AG200,Medium,Rainy,11.31
ORD102324,2023-10-02 17:32:00,Powai,Thane,4.21,18,232.63,No,AG294,Low,Clear,10.99
ORD102325,2023-10-25 03:05:00,Thane,Powai,4.8,12,724.8,No,AG131,Low,Clear,9.5
ORD102326,2023-10-16 21:08:00,Andheri,Andheri,4.2,20,903.34,No,AG230,Medium,Clear,11.64
ORD102327,2023-10-29 19:34:00,Kurla,Goregaon,0.51,12,670.36,No,AG292,Medium,Rainy,6.33
ORD102328,2023-10-27 00:57:00,Thane,Thane,3.36,15,300.06,No,AG6,Medium,Clear,8.41
ORD102329,2023-10-31 21:41:00,Powai,Andheri,0.73,15,148.07,No,AG85,Medium,Rainy,7.94
ORD102330,2023-10-14 16:26:00,Thane,Goregaon,1.66,15,653.61,No,AG184,Medium,Rainy,9.52
ORD102331,2023-10-12 01:44:00,Powai,Andheri,0.77,20,142.66,No,AG151,High,Clear,7.71
ORD102332,2023-10-17 13:14:00,Borivali,Bandra,3.22,15,651.45,No,AG275,Low,Clear,6.97
ORD102333,2023-10-31 15:50:00,Kurla,Andheri,3.59,18,303.02,Yes,AG190,Medium,Clear,12.63
ORD102334,2023-10-25 12:22:00,Goregaon,Borivali,1.02,18,914.19,No,AG116,Medium,Clear,6.55
ORD102335,2023-10-19 23:58:00,Goregaon,Kurla,2.23,20,527.58,No,AG194,Low,Clear,5.04
ORD102336,2023-10-25 22:36:00,Thane,Colaba,2.55,12,301.54,No,AG71,Medium,Clear,8.08
ORD102337,2023-10-04 13:08:00,Goregaon,Colaba,2.16,10,867.83,Yes,AG215,Medium,Clear,7.82
ORD102338,2023-10-09 15:49:00,Powai,Borivali,1.04,12,328.63,No,AG287,Medium,Clear,6.11
ORD102339,2023-10-08 02:18:00,Thane,Kurla,2.39,12,375.94,Yes,AG291,Medium,Clear,8.26
ORD102340,2023-10-20 17:26:00,Thane,Thane,3.88,12,850.85,Yes,AG22,Medium,Clear,10.87
ORD102341,2023-10-09 06:00:00,Colaba,Bandra,0.82,12,377.91,No,AG144,Medium,Clear,3.22
ORD102342,2023-10-23 23:50:00,Thane,Borivali,0.86,10,469.15,No,AG240,Low,Rainy,7.68
ORD102343,2023-10-01 18:33:00,Bandra,Colaba,2.1,15,412.9,No,AG89,Medium,Clear,6.57
ORD102344,2023-10-04 16:00:00,Colaba,Borivali,4.74,12,204.76,No,AG102,Low,Clear,11.54
ORD102345,2023-10-13 20:13:00,Borivali,Borivali,3.51,18,135.01,No,AG265,Low,Clear,8.05
ORD102346,2023-10-23 10:26:00,Borivali,Thane,3.55,20,752.09,Yes,AG223,Medium,Rainy,14.35
ORD102347,2023-10-12 03:09:00,Borivali,Kurla,2.13,20,680.62,Yes,AG137,Low,Clear,3.96
ORD102348,2023-10-14 20:37:00,Colaba,Powai,3.17,18,354.13,No,AG33,Low,Foggy,10.7
ORD102349,2023-10-09 08:54:00,Powai,Goregaon,0.55,12,366.04,Yes,AG7,Low,Rainy,4.96
ORD102350,2023-10-18 13:36:00,Andheri,Thane,3.36,10,950.51,Yes,AG2,High,Clear,11.8
ORD102351,2023-10-12 19:17:00,Kurla,Colaba,4.61,15,988.9,No,AG174,Low,Clear,9.68
ORD102352,2023-10-22 12:48:00,Powai,Bandra,3.26,20,526.09,No,AG117,Medium,Clear,10.81
ORD102353,2023-10-07 13:35:00,Goregaon,Powai,4.43,15,822.21,No,AG257,Low,Clear,10.41
ORD102354,2023-10-26 17:30:00,Kurla,Thane,3.76,10,763.02,No,AG173,Medium,Clear,11.97
ORD102355,2023-10-06 11:35:00,Borivali,Colaba,1.04,20,367.59,No,AG161,High,Clear,8.15
ORD102356,2023-10-18 15:16:00,Thane,Kurla,4.56,15,152.71,No,AG247,Medium,Foggy,15.96
ORD102357,2023-10-10 18:22:00,Goregaon,Andheri,0.8,10,228.3,No,AG138,High,Clear,6.29
ORD102358,2023-10-25 22:25:00,Borivali,Bandra,2.9,15,854.46,No,AG90,Medium,Clear,9.85
ORD102359,2023-10-24 04:54:00,Thane,Andheri,1.14,12,758.09,No,AG47,Medium,Clear,5.12
ORD102360,2023-10-28 21:07:00,Bandra,Andheri,0.55,10,697.9,Yes,AG201,Medium,Clear,4.29
ORD102361,2023-10-24 07:28:00,Goregaon,Bandra,2.4,15,217.58,No,AG143,Low,Rainy,8.24
ORD102362,2023-10-26 22:10:00,Thane,Bandra,1.83,12,675.94,Yes,AG121,Medium,Clear,9.51
ORD102363,2023-10-04 06:32:00,Goregaon,Andheri,2.69,12,794.94,No,AG165,High,Rainy,14.5
ORD102364,2023-10-13 10:51:00,Colaba,Goregaon,3.1,10,874.54,No,AG9,Medium,Clear,8.49
ORD102365,2023-10-18 19:44:00,Thane,Andheri,0.7,18,111.91,Yes,AG17,High,Rainy,9.24
ORD102366,2023-10-22 22:03:00,Andheri,Kurla,1.05,20,716.03,Yes,AG298,Medium,Clear,5.63
ORD102367,2023-10-06 12:40:00,Bandra,Goregaon,3.01,10,117.19,No,AG113,Medium,Rainy,11.27
ORD102368,2023-10-01 02:52:00,Powai,Bandra,2.04,12,736.19,No,AG245,Medium,Rainy,9.63
ORD102369,2023-10-05 15:59:00,Colaba,Colaba,3.78,12,672.06,No,AG274,High,Rainy,15.03
ORD102370,2023-10-20 13:05:00,Powai,Kurla,3.44,10,233.51,No,AG40,Medium,Clear,9.95
ORD102371,2023-10-03 08:14:00,Colaba,Thane,4.31,18,789.51,No,AG135,Low,Clear,9.68
ORD102372,2023-10-12 02:38:00,Borivali,Bandra,3.62,20,161.51,No,AG219,Medium,Clear,12.1
ORD102373,2023-10-02 23:24:00,Borivali,Colaba,2.43,15,843.76,Yes,AG26,High,Foggy,14.32
ORD102374,2023-10-30 12:39:00,Kurla,Powai,3.53,10,335.74,Yes,AG157,Medium,Clear,7.86
ORD102375,2023-10-21 16:18:00,Andheri,Kurla,1.74,20,719.97,No,AG251,Low,Rainy,7.26
ORD102376,2023-10-23 19:03:00,Borivali,Andheri,1.88,20,931.32,No,AG211,Low,Clear,6.06
ORD102377,2023-10-31 05:40:00,Bandra,Andheri,4.05,12,405.84,Yes,AG49,High,Clear,14.71
ORD102378,2023-10-16 14:00:00,Borivali,Bandra,2.51,15,552.6,No,AG151,Low,Clear,7.11
ORD102379,2023-10-07 21:59:00,Andheri,Borivali,4.09,10,516.81,No,AG114,Medium,Clear,11.63
ORD102380,2023-10-26 16:18:00,Powai,Colaba,4.2,12,241.85,No,AG234,Low,Clear,8.96
ORD102381,2023-10-07 01:50:00,Kurla,Bandra,4.36,12,631.28,No,AG259,Low,Clear,8.6
ORD102382,2023-10-20 16:33:00,Colaba,Powai,4.62,18,768.7,No,AG268,Medium,Clear,11.26
ORD102383,2023-10-23 07:39:00,Borivali,Andheri,2.44,20,925.19,Yes,AG135,Low,Rainy,8.28
